Name,Power,Engine,Power_to_Weight_Ratio
Maruti Alto K10 2010-2014 VXI,67.1,998.0,0.06723446893787574
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,174.33,1968.0,0.08858231707317074
Toyota Corolla H4,125.0,1794.0,0.06967670011148272
Volvo XC60 D5,215.0,2400.0,0.08958333333333333
Honda Jazz 1.5 VX i DTEC,98.6,1498.0,0.06582109479305741
Maruti Ciaz 1.3 Alpha,88.5,1248.0,0.07091346153846154
Maruti Swift VXI BSIV,81.8,1197.0,0.0683375104427736
Mercedes-Benz New C-Class C 220 CDI Avantgarde,170.0,2143.0,0.07932804479701354
Maruti Wagon R VXI Minor,67.0,1061.0,0.06314797360980208
Mercedes-Benz A Class A180 Sport,120.7,1595.0,0.07567398119122257
Hyundai Santro Xing GL,62.0,1086.0,0.0570902394106814
Maruti Swift Dzire AMT ZDI,74.0,1248.0,0.05929487179487179
Hyundai Grand i10 AT Asta,82.0,1197.0,0.06850459482038429
Nissan Sunny 2011-2014 XV Special Edition,97.7,1498.0,0.06522029372496663
Maruti A-Star Lxi,66.1,998.0,0.06623246492985971
Renault KWID RXT Optional,53.3,799.0,0.06670838548185232
Hyundai Verna 1.6 SX VTVT (O) AT,121.4,1591.0,0.07630421118793212
Maruti Wagon R LXI Minor,67.0,1061.0,0.06314797360980208
BMW 3 Series 320d Sport Line,184.0,1995.0,0.09223057644110276
BMW 5 Series 2003-2012 520d,177.0,1995.0,0.0887218045112782
Tata Indigo CS eVX,69.01,1396.0,0.04943409742120344
Hyundai i20 Sportz 1.4 CRDi,88.73,1396.0,0.06356017191977077
Maruti Omni E MPI STD BS IV,34.2,796.0,0.04296482412060302
Maruti Swift ZDi,74.0,1248.0,0.05929487179487179
Ford Ecosport Signature Edition Diesel,98.96,1498.0,0.06606141522029373
Honda Brio VX AT,86.8,1198.0,0.07245409015025041
Toyota Innova Crysta 2.4 GX MT,147.8,2393.0,0.06176347680735479
Mahindra Scorpio 2.6 LX,120.0,2179.0,0.05507113354749885
Hyundai i20 1.2 Magna,80.0,1197.0,0.06683375104427736
Hyundai Verna 1.6 SX,126.32,1582.0,0.07984829329962073
Mahindra XUV500 W6 2WD,140.0,2179.0,0.06424965580541533
Volkswagen Vento 1.5 TDI Comfortline,108.5,1498.0,0.07242990654205607
Maruti Swift Dzire VDI Optional,74.0,1248.0,0.05929487179487179
Tata Manza Aura Safire BS IV,88.8,1368.0,0.06491228070175438
Maruti Swift VDI,74.0,1248.0,0.05929487179487179
Volkswagen Polo Diesel Highline 1.2L,73.9,1199.0,0.06163469557964971
Honda City 1.5 V MT,118.0,1497.0,0.0788243152972612
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),90.0,1396.0,0.06446991404011461
Honda City 1.5 V MT,118.0,1497.0,0.0788243152972612
Chevrolet Beat Diesel,57.6,936.0,0.06153846153846154
Chevrolet Spark 1.0 LS,62.1,995.0,0.06241206030150754
Tata New Safari DICOR 2.2 EX 4x2,138.1,2179.0,0.06337769619091325
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,254.8,2987.0,0.08530297957817208
BMW 5 Series 2003-2012 530d Highline,235.0,2993.0,0.07851653859004344
Toyota Fortuner 2.8 4WD MT,174.5,2755.0,0.0633393829401089
BMW X1 sDrive 18i,150.0,1995.0,0.07518796992481203
Renault Captur 1.5 Diesel Platine Mono,108.45,1461.0,0.0742299794661191
Hyundai Xcent 1.1 CRDi S,71.0,1120.0,0.06339285714285714
BMW 3 Series 320d,170.0,1995.0,0.08521303258145363
BMW 5 Series 2010-2013 525i,215.0,2497.0,0.08610332398878655
Nissan Micra XE,75.0,1198.0,0.06260434056761269
Jaguar XF 2.2 Litre Luxury,187.7,2179.0,0.08614043139054611
Land Rover Range Rover TDV8 (Diesel),308.0,4367.0,0.07052896725440806
Jeep Compass 1.4 Limited Option,160.0,1368.0,0.11695906432748537
Honda CR-V 2.4 AT,152.0,2354.0,0.06457094307561598
Maruti Swift VXI,85.8,1197.0,0.07167919799498747
Hyundai Xcent 1.1 CRDi S,71.0,1120.0,0.06339285714285714
Nissan Terrano XV Premium 110 PS,108.5,1461.0,0.07426420260095824
Audi A4 35 TDI Technology,187.74,1968.0,0.09539634146341464
Hyundai Grand i10 Asta Option,82.0,1197.0,0.06850459482038429
Toyota Innova 2.5 G (Diesel) 8 Seater,100.6,2494.0,0.04033680834001604
Hyundai i20 1.2 Magna,80.0,1197.0,0.06683375104427736
Ford EcoSport 1.5 TDCi Titanium,98.59,1498.0,0.06581441922563418
Honda City 1.5 S MT,118.0,1497.0,0.0788243152972612
Ford EcoSport 1.5 Petrol Titanium Plus AT,121.36,1497.0,0.08106880427521711
Volkswagen Polo Diesel Highline 1.2L,73.9,1199.0,0.06163469557964971
Mercedes-Benz New C-Class C 220 CDI Avantgarde,170.0,2143.0,0.07932804479701354
Ford Ecosport 1.5 DV5 MT Titanium,89.84,1498.0,0.05997329773030708
Tata Indigo GLE,65.0,1396.0,0.04656160458452722
Maruti Swift Dzire LDI,74.0,1248.0,0.05929487179487179
Maruti S-Cross Zeta DDiS 200 SH,88.5,1248.0,0.07091346153846154
Renault Duster 110PS Diesel RxZ Pack,108.45,1461.0,0.0742299794661191
Maruti Wagon R VXI,67.1,998.0,0.06723446893787574
Hyundai Santro Xing GL,62.0,1086.0,0.0570902394106814
Chevrolet Beat Diesel LT,57.6,936.0,0.06153846153846154
Mahindra XUV500 W4 1.99 mHawk,140.0,1997.0,0.0701051577366049
Hyundai i10 Era 1.1,68.05,1086.0,0.06266114180478821
Tata New Safari DICOR 2.2 EX 4x4,138.0,2179.0,0.06333180357962367
Hyundai i10 Sportz,78.9,1197.0,0.06591478696741855
Toyota Innova Crysta 2.8 ZX AT,171.5,2755.0,0.062250453720508164
Skoda Laura Elegance MT,106.0,1896.0,0.05590717299578059
Hyundai Grand i10 Sportz,82.0,1197.0,0.06850459482038429
Maruti Swift Dzire VDI,74.0,1248.0,0.05929487179487179
Hyundai i20 Asta 1.4 CRDi (Diesel),90.0,1396.0,0.06446991404011461
Ford Figo 2015-2019 1.5D Trend MT,99.0,1498.0,0.06608811748998665
Maruti Ertiga VDI,88.5,1248.0,0.07091346153846154
Maruti Ertiga ZDI,88.8,1248.0,0.07115384615384615
Honda City 1.5 V AT Sunroof,116.3,1497.0,0.07768871075484302
Maruti Alto LXi BSIII,46.3,796.0,0.05816582914572864
Ford Endeavour 3.2 Titanium AT 4X4,197.0,3198.0,0.06160100062539087
Maruti Vitara Brezza ZDi Plus,88.5,1248.0,0.07091346153846154
Porsche Boxster S tiptronic,265.0,2706.0,0.09793052475979305
Maruti Swift ZDi,74.0,1248.0,0.05929487179487179
Tata Zest Revotron 1.2 XT,88.7,1193.0,0.07435037720033529
Hyundai i20 1.2 Sportz Option,80.0,1197.0,0.06683375104427736
Skoda Fabia 1.4 TDI Active,70.0,1422.0,0.04922644163150492
Toyota Corolla Altis D-4D J,87.2,1364.0,0.06392961876832845
Volkswagen Ameo 1.2 MPI Comfortline,73.75,1198.0,0.061560934891485806
Hyundai Creta 1.6 VTVT S,121.3,1591.0,0.07624135763670647
Hyundai i10 Magna 1.2,78.9,1197.0,0.06591478696741855
Chevrolet Beat LS,76.8,1199.0,0.0640533778148457
Jaguar XF 3.0 Litre S Premium Luxury,270.9,2993.0,0.09051119278316071
Nissan Terrano XL,102.5,1598.0,0.06414267834793493
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,174.33,1968.0,0.08858231707317074
Hyundai i10 Asta AT,78.9,1197.0,0.06591478696741855
Maruti Alto K10 VXI AGS,67.1,998.0,0.06723446893787574
Audi Q7 4.2 TDI Quattro Technology,335.2,4134.0,0.08108369617803579
Maruti Vitara Brezza VDi,88.5,1248.0,0.07091346153846154
Hyundai EON D Lite Plus,55.2,814.0,0.06781326781326781
Mahindra XUV300 W8 Diesel,115.0,1497.0,0.07682030728122913
Hyundai Verna CRDi 1.6 SX Option,126.2,1582.0,0.0797724399494311
Maruti Wagon R VXI,67.1,998.0,0.06723446893787574
Hyundai i20 Sportz Option,80.0,1197.0,0.06683375104427736
Honda City i VTEC V,117.3,1497.0,0.0783567134268537
Toyota Innova 2.5 V Diesel 7-seater,102.0,2494.0,0.0408981555733761
Hyundai Verna CRDi SX,110.0,1493.0,0.07367716008037509
Tata Hexa XT,153.86,2179.0,0.07061037173015146
Audi Q7 3.0 TDI Quattro Premium Plus,241.4,2967.0,0.08136164475901585
Maruti Wagon R VXI,67.1,998.0,0.06723446893787574
BMW 5 Series 2013-2017 525d Luxury Line,218.0,1995.0,0.10927318295739348
Honda Amaze EX i-Vtech,86.7,1198.0,0.07237061769616027
Maruti Alto 800 2016-2019 LXI,47.3,796.0,0.059422110552763814
Hyundai Verna 1.6 SX VTVT,121.3,1591.0,0.07624135763670647
Tata Tiago 1.2 Revotron XZ,84.0,1199.0,0.07005838198498748
Maruti Swift LXI,85.8,1197.0,0.07167919799498747
Hyundai EON Era,55.2,814.0,0.06781326781326781
Mercedes-Benz E-Class E 220 d,191.34,1950.0,0.09812307692307692
Hyundai i20 Magna 1.4 CRDi,88.73,1396.0,0.06356017191977077
Toyota Etios VD,67.05,1364.0,0.04915689149560117
Toyota Corolla Altis Diesel D4DG,87.2,1364.0,0.06392961876832845
Mini Cooper 5 DOOR D,113.98,1496.0,0.07618983957219251
Volkswagen Polo 1.5 TDI Highline,88.8,1498.0,0.05927903871829105
Skoda Superb Elegance 1.8 TSI AT,157.75,1798.0,0.08773637374860957
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,170.0,2148.0,0.07914338919925512
Maruti Swift VDi BSIII W/ ABS,75.0,1248.0,0.06009615384615385
Honda City i VTEC CVT VX,117.3,1497.0,0.0783567134268537
BMW 7 Series 2007-2012 740Li,321.0,2979.0,0.10775427995971802
Hyundai i10 Magna AT,80.0,1197.0,0.06683375104427736
Maruti Swift Dzire VDI,74.0,1248.0,0.05929487179487179
Honda City i DTec VX,98.6,1498.0,0.06582109479305741
Maruti Omni 8 Seater BSIV,35.0,796.0,0.04396984924623116
Skoda Superb 2009-2014 Elegance 2.0 TDI MT,138.1,1968.0,0.07017276422764228
Maruti Ertiga SHVS VDI,88.5,1248.0,0.07091346153846154
Hyundai Grand i10 CRDi Magna,70.0,1120.0,0.0625
Maruti Ciaz VDi Plus SHVS,88.5,1248.0,0.07091346153846154
Mercedes-Benz New C-Class C 220 CDI Avantgarde,170.0,2143.0,0.07932804479701354
Fiat Avventura MULTIJET Emotion,91.72,1248.0,0.07349358974358974
Mercedes-Benz E-Class 2009-2013 E 250 Elegance,204.0,2497.0,0.0816980376451742
Volkswagen Vento Petrol Highline,103.6,1598.0,0.06483103879849812
BMW 3 Series 320d Luxury Line,184.0,1995.0,0.09223057644110276
BMW 5 Series 2013-2017 530d M Sport,258.0,2993.0,0.08620113598396258
Hyundai Grand i10 1.2 Kappa Magna,81.86,1197.0,0.0683876357560568
Toyota Innova Crysta 2.8 ZX AT,171.5,2755.0,0.062250453720508164
Renault Duster 110PS Diesel RxZ AMT,108.45,1461.0,0.0742299794661191
Tata Indica Vista Aura 1.3 Quadrajet,75.0,1248.0,0.06009615384615385
Mercedes-Benz E-Class 2009-2013 E 200 CGI Avantgarde,185.0,1796.0,0.10300668151447662
Mahindra XUV500 W8 4WD,140.0,2179.0,0.06424965580541533
Mahindra Bolero ZLX,62.1,2523.0,0.02461355529131986
Maruti Vitara Brezza ZDi,88.5,1248.0,0.07091346153846154
Fiat Avventura MULTIJET Emotion,91.72,1248.0,0.07349358974358974
Honda Amaze S Petrol,88.76,1199.0,0.07402835696413679
Skoda Superb Elegance 1.8 TSI AT,157.75,1798.0,0.08773637374860957
Jaguar XF 3.0 Litre S Premium Luxury,270.9,2993.0,0.09051119278316071
Maruti Wagon R VXI BSIII,67.1,998.0,0.06723446893787574
Toyota Corolla Altis VL,138.1,1798.0,0.0768075639599555
Maruti Swift VXi BSIV,85.0,1197.0,0.07101086048454469
Volkswagen Polo 1.2 MPI Highline,74.0,1198.0,0.06176961602671119
Hyundai Grand i10 1.2 Kappa Asta,81.86,1197.0,0.0683876357560568
Maruti SX4 ZDI,88.8,1248.0,0.07115384615384615
Hyundai Grand i10 1.2 Kappa Magna,81.86,1197.0,0.0683876357560568
Maruti Baleno Delta 1.2,83.1,1197.0,0.06942355889724311
Tata Tigor 1.2 Revotron XTA,84.0,1199.0,0.07005838198498748
Maruti Swift Dzire AMT ZDI,74.0,1248.0,0.05929487179487179
Tata Indica GLS BS IV,65.3,1193.0,0.05473595976529757
Maruti SX4 S Cross DDiS 320 Zeta,118.0,1598.0,0.07384230287859825
Maruti Swift VXI BSIII,88.2,1298.0,0.0679506933744222
Hyundai Xcent 1.2 Kappa SX,82.0,1197.0,0.06850459482038429
Hyundai i20 1.2 Magna,80.0,1197.0,0.06683375104427736
Maruti Celerio VXI AT,67.04,998.0,0.06717434869739479
Mercedes-Benz New C-Class C 220 CDI Elegance AT,170.0,2143.0,0.07932804479701354
Maruti Swift Dzire VXi,85.8,1298.0,0.06610169491525424
Volkswagen Vento Petrol Trendline,103.6,1598.0,0.06483103879849812
Maruti Swift ZDi,74.0,1248.0,0.05929487179487179
Toyota Corolla Altis VL,138.1,1798.0,0.0768075639599555
Honda Civic 2006-2010 1.8 V MT,130.0,1799.0,0.07226236798221233
Ford EcoSport 1.5 Ti VCT AT Titanium BE,110.4,1499.0,0.07364909939959974
Fiat Linea Emotion Pack (Diesel),93.0,1248.0,0.07451923076923077
Hyundai i10 Era,68.05,1086.0,0.06266114180478821
Volvo XC60 D5 Inscription,215.0,2400.0,0.08958333333333333
Hyundai i20 1.2 Asta,81.83,1197.0,0.06836257309941521
Honda City i DTEC S,98.6,1498.0,0.06582109479305741
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,100.0,2494.0,0.040096230954290296
Renault KWID RXT,53.3,799.0,0.06670838548185232
Maruti A-Star Vxi,66.1,998.0,0.06623246492985971
Mercedes-Benz B Class B180,120.7,1595.0,0.07567398119122257
Maruti Wagon R LXI BS IV,67.1,998.0,0.06723446893787574
Maruti Swift VDI BSIV,74.0,1248.0,0.05929487179487179
Hyundai Verna VTVT 1.6 AT SX Option,121.3,1591.0,0.07624135763670647
Hyundai Verna CRDi 1.6 AT SX Option,126.2,1582.0,0.0797724399494311
Honda City V MT,116.3,1497.0,0.07768871075484302
Hyundai i10 Magna Optional 1.1L,66.7,1086.0,0.061418047882136284
Toyota Etios GD SP,67.04,1364.0,0.04914956011730206
Volvo S60 D4 Momentum,190.0,1969.0,0.09649568308786186
Ford Figo Diesel EXI,68.05,1399.0,0.04864188706218728
Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade,265.0,2987.0,0.08871777703381319
BMW 3 Series 320d Luxury Line,190.0,1995.0,0.09523809523809523
Maruti Alto 800 VXI,47.3,796.0,0.059422110552763814
Toyota Innova Crysta 2.4 VX MT,147.8,2393.0,0.06176347680735479
Volkswagen Polo 1.0 MPI Trendline,75.0,999.0,0.07507507507507508
Nissan Terrano XL,102.5,1598.0,0.06414267834793493
Mitsubishi Pajero Sport 4X4,175.56,2477.0,0.07087605974969721
Honda Civic 2010-2013 1.8 S MT,130.2,1799.0,0.07237354085603112
Maruti Alto 800 LXI,47.3,796.0,0.059422110552763814
Volkswagen Vento Diesel Highline,103.6,1598.0,0.06483103879849812
Land Rover Freelander 2 HSE,187.74,2179.0,0.08615878843506196
Honda CR-V 2.0L 2WD MT,153.86,1997.0,0.0770455683525288
Maruti Ertiga VDI,88.76,1248.0,0.07112179487179487
Toyota Innova 2.5 GX (Diesel) 7 Seater,100.6,2494.0,0.04033680834001604
Tata Manza Aura Safire,90.0,1368.0,0.06578947368421052
Audi Q7 35 TDI Quattro Premium Plus,241.4,2967.0,0.08136164475901585
Hyundai Verna 1.6 SX VTVT (O) AT,121.4,1591.0,0.07630421118793212
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,108.5,1498.0,0.07242990654205607
Honda City 1.5 S MT,118.0,1497.0,0.0788243152972612
Ford Figo Diesel Titanium,68.05,1399.0,0.04864188706218728
Honda Jazz 1.2 VX i VTEC,88.7,1199.0,0.07397831526271893
Volkswagen Polo Petrol Highline 1.2L,73.9,1198.0,0.06168614357262104
Honda City i-VTEC S,117.3,1497.0,0.0783567134268537
Honda City ZX GXi,78.0,1497.0,0.052104208416833664
Honda CR-V 2.4L 4WD AT AVN,187.4,2354.0,0.07960917587085811
BMW 5 Series 2013-2017 520d Luxury Line,190.0,1995.0,0.09523809523809523
Ambassador Classic Nova Diesel,35.5,1489.0,0.02384150436534587
Mahindra Scorpio VLX 2.2 mHawk BSIII,120.0,2179.0,0.05507113354749885
Volkswagen Vento Diesel Comfortline,103.6,1598.0,0.06483103879849812
Maruti Zen VX,60.0,993.0,0.06042296072507553
Maruti 800 DX BSII,37.0,796.0,0.04648241206030151
Toyota Corolla Altis 1.8 VL CVT,138.03,1798.0,0.0767686318131257
BMW 3 Series 328i Sport Line,245.0,1997.0,0.12268402603905859
Ford Ikon 1.3 Flair,70.0,1299.0,0.05388760585065435
Chevrolet Beat LT,79.4,1199.0,0.06622185154295246
Toyota Corolla Altis 1.4 DG,86.79,1364.0,0.06362903225806452
Mahindra XUV500 W4,140.0,2179.0,0.06424965580541533
Hyundai Xcent 1.1 CRDi Base,71.0,1120.0,0.06339285714285714
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,204.0,2143.0,0.09519365375641624
Hyundai i10 Sportz,78.9,1197.0,0.06591478696741855
Toyota Corolla Altis VL AT,138.03,1798.0,0.0767686318131257
Toyota Corolla 1.8 J,138.0,1798.0,0.07675194660734148
Audi Q3 2.0 TDI Quattro,184.0,1968.0,0.09349593495934959
Hyundai i20 Magna Optional 1.4 CRDi,88.8,1396.0,0.06361031518624642
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,167.62,2143.0,0.07821745216985534
Maruti Ritz VDi,73.9,1248.0,0.059214743589743594
Hyundai Creta 1.6 SX Plus Diesel,126.2,1582.0,0.0797724399494311
Jaguar XE 2.0L Diesel Prestige,177.0,1999.0,0.08854427213606804
Mahindra Xylo D4,93.7,2489.0,0.037645640819606266
Toyota Innova 2.5 G (Diesel) 7 Seater,100.6,2494.0,0.04033680834001604
Toyota Camry 2.5 Hybrid,157.7,2494.0,0.0632317562149158
Audi Q5 3.0 TDI Quattro,241.4,2967.0,0.08136164475901585
Maruti Swift VDI,74.0,1248.0,0.05929487179487179
Maruti Ertiga VDI Limited Edition,88.76,1248.0,0.07112179487179487
Maruti Swift VXi BSIV,85.0,1197.0,0.07101086048454469
Hyundai i10 Sportz,78.9,1197.0,0.06591478696741855
Hyundai i10 Sportz,78.9,1197.0,0.06591478696741855
Maruti Baleno Sigma 1.2,83.1,1197.0,0.06942355889724311
Hyundai Accent Executive,93.7,1495.0,0.06267558528428094
Honda Brio S MT,86.8,1198.0,0.07245409015025041
Maruti Swift ZDi,74.0,1248.0,0.05929487179487179
Hyundai Xcent 1.2 VTVT S,81.86,1197.0,0.0683876357560568
Mahindra XUV500 W8 2WD,140.0,2179.0,0.06424965580541533
Mercedes-Benz E-Class E250 CDI Avantgrade,201.1,2143.0,0.09384041063929072
Land Rover Freelander 2 TD4 S,115.0,2179.0,0.05277650298301973
Mercedes-Benz New C-Class C 220 CDI Avantgarde,170.0,2143.0,0.07932804479701354
Hyundai i20 Asta 1.4 CRDi,88.76,1396.0,0.06358166189111748
Skoda Octavia Elegance 2.0 TDI AT,141.0,1968.0,0.07164634146341463
Honda City 1.5 S MT,118.0,1497.0,0.0788243152972612
Toyota Fortuner 4x2 AT,168.5,2982.0,0.05650570087189805
Audi Q3 2.0 TDI Quattro,184.0,1968.0,0.09349593495934959
Maruti Alto K10 2010-2014 VXI,67.1,998.0,0.06723446893787574
Tata Indigo eCS LX BSIV,69.0,1396.0,0.0494269340974212
Audi A4 2.0 TDI 177 Bhp Premium Plus,174.33,1968.0,0.08858231707317074
Honda City i-VTEC CVT VX,117.3,1497.0,0.0783567134268537
Toyota Fortuner 2.8 2WD MT,174.5,2755.0,0.0633393829401089
Hyundai Grand i10 Sportz,82.0,1197.0,0.06850459482038429
Maruti Eeco 7 Seater Standard,73.0,1196.0,0.061036789297658864
Volkswagen Polo Petrol Highline 1.2L,73.9,1198.0,0.06168614357262104
Maruti Wagon R LXI Minor,67.0,1061.0,0.06314797360980208
Honda City 1.5 V MT,118.0,1497.0,0.0788243152972612
Honda Civic 2010-2013 1.8 S MT,130.2,1799.0,0.07237354085603112
Honda City 1.5 EXI,100.0,1493.0,0.06697923643670463
Hyundai i20 1.2 Magna,80.0,1197.0,0.06683375104427736
Hyundai Grand i10 CRDi Sportz Celebration Edition,70.0,1120.0,0.0625
Volkswagen Vento Petrol Highline AT,103.6,1598.0,0.06483103879849812
Hyundai i10 Sportz 1.2,78.9,1197.0,0.06591478696741855
Hyundai i20 Asta,80.0,1197.0,0.06683375104427736
Chevrolet Beat LS,79.4,1199.0,0.06622185154295246
Volkswagen Polo Diesel Highline 1.2L,73.9,1199.0,0.06163469557964971
Ford Figo Petrol LXI,70.0,1196.0,0.05852842809364549
Audi TT 2.0 TFSI,207.8,1984.0,0.10473790322580646
Honda City i DTEC VX,98.6,1498.0,0.06582109479305741
Ford Figo Diesel Titanium,68.05,1399.0,0.04864188706218728
Toyota Innova 2.5 ZX Diesel 7 Seater,100.6,2494.0,0.04033680834001604
Maruti Ciaz 1.4 AT Alpha,91.1,1373.0,0.0663510560815732
Hyundai Grand i10 AT Asta,82.0,1197.0,0.06850459482038429
Honda City 1.3 DX,98.6,1497.0,0.06586506346025384
Ford EcoSport 1.0 Ecoboost Titanium Plus BE,123.24,999.0,0.12336336336336336
Skoda Octavia Ambition 1.8 TSI AT,177.6,1798.0,0.09877641824249166
Fiat Linea Emotion (Diesel),91.7,1248.0,0.0734775641025641
Maruti Swift Lxi BSIII,88.2,1298.0,0.0679506933744222
Land Rover Discovery 4 TDV6 SE,180.0,2993.0,0.06014032743067157
Toyota Innova 2.5 V Diesel 7-seater,102.0,2494.0,0.0408981555733761
Maruti Swift LDI,74.0,1248.0,0.05929487179487179
Audi A6 2011-2015 2.0 TDI Premium Plus,174.33,1968.0,0.08858231707317074
BMW 5 Series 520d Luxury Line,190.0,1995.0,0.09523809523809523
Hyundai i20 Magna Optional 1.2,82.9,1197.0,0.06925647451963242
BMW X1 M Sport sDrive 20d,190.0,1995.0,0.09523809523809523
Toyota Etios G,88.73,1496.0,0.05931149732620321
Tata Indigo LX,70.0,1405.0,0.0498220640569395
Mercedes-Benz M-Class ML 350 4Matic,165.0,2987.0,0.055239370605959154
Volkswagen Beetle 2.0,114.4,1984.0,0.05766129032258065
Volkswagen Polo GT TDI,103.6,1598.0,0.06483103879849812
Hyundai Grand i10 CRDi Magna,70.0,1120.0,0.0625
Maruti Swift VDI BSIV,74.0,1248.0,0.05929487179487179
Hyundai Verna CRDi 1.4 E,88.76,1396.0,0.06358166189111748
BMW 5 Series 2003-2012 525d,218.0,1995.0,0.10927318295739348
Honda City 1.5 S MT,118.0,1497.0,0.0788243152972612
Audi A4 2.0 TDI,147.51,1968.0,0.07495426829268292
Fiat Linea Classic Plus 1.3 Multijet,75.0,1248.0,0.06009615384615385
Honda City 1.3 EXI,90.0,1343.0,0.06701414743112435
BMW 3 Series 320d Luxury Line,190.0,1995.0,0.09523809523809523
Ford Fiesta 1.4 Duratec EXI,68.0,1388.0,0.04899135446685879
Tata Nano XTA,37.48,624.0,0.06006410256410256
Maruti Ignis 1.2 Delta,81.8,1197.0,0.0683375104427736
Maruti Swift Dzire ZXi,85.8,1298.0,0.06610169491525424
Ford Ecosport 1.5 DV5 MT Titanium,89.84,1498.0,0.05997329773030708
Maruti Swift 1.3 ZXI,98.6,1497.0,0.06586506346025384
Maruti Swift Dzire VXI,85.8,1197.0,0.07167919799498747
Hyundai i10 Sportz AT,78.9,1197.0,0.06591478696741855
Mahindra XUV500 W6 2WD,140.0,2179.0,0.06424965580541533
Hyundai i20 Magna 1.4 CRDi,88.73,1396.0,0.06356017191977077
Hyundai i20 Asta 1.4 CRDi,88.76,1396.0,0.06358166189111748
BMW 7 Series 730Ld,258.0,2993.0,0.08620113598396258
Skoda Rapid 1.6 MPI AT Style Plus,103.52,1598.0,0.06478097622027534
Audi Q7 45 TDI Quattro Technology,245.0,2967.0,0.08257499157398045
Honda City i VTEC VX,117.3,1497.0,0.0783567134268537
Hyundai Xcent 1.2 Kappa SX,82.0,1197.0,0.06850459482038429
Honda City i DTec E,98.6,1498.0,0.06582109479305741
Honda Brio S Option MT,86.8,1198.0,0.07245409015025041
Maruti Ciaz ZDi Plus SHVS,88.5,1248.0,0.07091346153846154
Maruti Swift Dzire VDI Optional,74.0,1248.0,0.05929487179487179
Honda CR-V 2.4L 4WD AT,158.8,2354.0,0.06745964316057775
Toyota Corolla Altis 2008-2013 1.8 VL AT,138.1,1794.0,0.0769788182831661
Honda City 1.5 V MT,118.0,1497.0,0.0788243152972612
Mahindra Scorpio LX BS IV,120.0,2179.0,0.05507113354749885
Skoda Laura 1.8 TSI Ambiente,157.8,1798.0,0.08776418242491658
BMW 3 Series 320d Sport Line,184.0,1995.0,0.09223057644110276
Maruti SX4 Zxi BSIII,104.68,1586.0,0.06600252206809584
Maruti Ciaz VXi Plus,91.1,1373.0,0.0663510560815732
Land Rover Range Rover 3.6 TDV8 Vogue SE Diesel,308.0,4367.0,0.07052896725440806
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,100.0,2494.0,0.040096230954290296
Hyundai Santro Xing GL,62.0,1086.0,0.0570902394106814
Hyundai Santa Fe 4WD AT,194.3,2199.0,0.08835834470213734
Mercedes-Benz New C-Class C250 Avantgarde,186.0,1796.0,0.10356347438752785
Maruti Alto LXi,46.3,796.0,0.05816582914572864
Maruti Alto 800 2016-2019 LXI,47.3,796.0,0.059422110552763814
Nissan Sunny 2011-2014 XV,97.7,1498.0,0.06522029372496663
Maruti Alto 800 2016-2019 VXI,47.3,796.0,0.059422110552763814
Maruti Alto K10 VXI,67.1,998.0,0.06723446893787574
Hyundai Grand i10 1.2 Kappa Sportz AT,81.86,1197.0,0.0683876357560568
Honda Mobilio S i DTEC,98.6,1498.0,0.06582109479305741
Tata Manza Aqua Quadrajet,90.0,1248.0,0.07211538461538461
Chevrolet Optra Magnum 2.0 LT,123.7,1991.0,0.062129583124058266
Honda City i VTEC CVT VX,117.3,1497.0,0.0783567134268537
Hyundai Grand i10 1.2 Kappa Sportz,81.86,1197.0,0.0683876357560568
Hyundai Verna CRDi 1.6 SX,126.2,1582.0,0.0797724399494311
Nissan Micra XL,75.0,1198.0,0.06260434056761269
Hyundai Verna 1.6 SX,126.32,1582.0,0.07984829329962073
Hyundai Creta 1.6 VTVT E Plus,121.3,1591.0,0.07624135763670647
Maruti Wagon R VXI BS IV,67.04,998.0,0.06717434869739479
Honda Accord 2.4 Elegance A/T,180.0,2354.0,0.07646559048428207
Honda City 1.5 S AT,118.0,1497.0,0.0788243152972612
Maruti Baleno Alpha 1.3,74.0,1248.0,0.05929487179487179
Honda City i DTec V,98.6,1498.0,0.06582109479305741
Hyundai i20 Era 1.4 CRDi,88.76,1396.0,0.06358166189111748
Mercedes-Benz E-Class 2015-2017 E350 Edition E,265.0,2987.0,0.08871777703381319
Nissan Terrano XV 110 PS,108.5,1461.0,0.07426420260095824
Renault Duster 110PS Diesel RxZ AMT,108.45,1461.0,0.0742299794661191
Maruti Wagon R LXI Minor,67.1,998.0,0.06723446893787574
Hyundai Getz 1.5 CRDi GVS,110.0,1493.0,0.07367716008037509
Maruti Ritz LXi,85.8,1197.0,0.07167919799498747
