Unnamed: 0,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Power_to_Weight_Ratio
1613,Maruti Ciaz ZXi Option,Kochi,2016,40347,Petrol,Manual,First,20.73,1373.0,91.2,5.0,7.8,0.06642388929351785
1614,Hyundai i20 1.4 CRDi Asta,Hyderabad,2012,60788,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4.5,0.06446991404011461
1618,Hyundai Verna 1.6 SX,Chennai,2012,128000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,5.0,0.07984829329962073
1620,Maruti Celerio VXI AT,Bangalore,2014,49800,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.0,0.06717434869739479
1621,Skoda Fabia 1.2 TDI Ambition,Kolkata,2012,98000,Diesel,Manual,First,20.86,1199.0,73.9,5.0,2.51,0.06163469557964971
1622,Maruti Swift VDI BSIV,Delhi,2015,60095,Diesel,Manual,First,25.2,1248.0,74.0,5.0,4.75,0.05929487179487179
1624,Hyundai i10 Magna 1.2,Jaipur,2010,81402,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,2.1,0.06591478696741855
1627,Maruti Swift VDI BSIV,Ahmedabad,2017,49224,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6.0,0.05929487179487179
1633,Ford Ecosport 1.5 DV5 MT Titanium Optional,Kochi,2017,75445,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7.54,0.05997329773030708
1634,Maruti Ciaz VXi Plus,Kochi,2015,46601,Petrol,Manual,First,20.73,1373.0,91.1,5.0,6.84,0.0663510560815732
1636,Honda Jazz 1.5 VX i DTEC,Pune,2017,27000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,8.0,0.06582109479305741
1638,Hyundai Grand i10 CRDi Sportz Celebration Edition,Kochi,2017,34429,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5.5,0.0625
1645,Maruti Ritz VDi,Hyderabad,2010,79894,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.4,0.059214743589743594
1659,Hyundai i20 1.4 Asta CRDi with AVN,Hyderabad,2016,77076,Diesel,Manual,First,23.0,1396.0,90.0,5.0,6.75,0.06446991404011461
1661,Hyundai i10 Magna,Kolkata,2013,21000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.35,0.06591478696741855
1662,Honda Amaze S i-Dtech,Delhi,2013,89429,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.65,0.06582109479305741
1663,Maruti Wagon R LXI,Delhi,2012,45631,Petrol,Manual,Second,22.5,998.0,67.04,5.0,2.74,0.06717434869739479
1670,Hyundai EON Sportz,Hyderabad,2017,31829,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.65,0.06781326781326781
1680,Maruti Alto K10 VXI,Coimbatore,2011,48624,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.22,0.06723446893787574
1681,Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,2014,30000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3.25,0.06163469557964971
1688,Volkswagen Polo 1.5 TDI Comfortline,Coimbatore,2015,61738,Diesel,Manual,First,20.14,1498.0,88.8,5.0,5.39,0.05927903871829105
1689,BMW 5 Series 520d Luxury Line,Kochi,2018,32586,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,37.3,0.09523809523809523
1695,Hyundai i20 1.4 CRDi Asta,Hyderabad,2011,113562,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4.6,0.06446991404011461
1709,Maruti Swift VXI Optional,Kochi,2017,37124,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.44,0.0683375104427736
1710,Maruti Baleno Delta Automatic,Delhi,2017,44000,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,6.2,0.06942355889724311
1725,Maruti Ciaz Zeta,Mumbai,2017,5500,Petrol,Manual,First,21.56,1462.0,103.25,5.0,8.2,0.07062243502051983
1726,Ford Figo 1.5D Titanium Plus MT,Kolkata,2015,1001,Diesel,Manual,First,25.83,1498.0,99.0,5.0,7.55,0.06608811748998665
1732,Fiat Grande Punto 1.3 Emotion (Diesel),Jaipur,2011,130000,Diesel,Manual,First,20.3,1248.0,75.0,5.0,2.2,0.06009615384615385
1734,Maruti Swift Dzire VDI,Kolkata,2014,32000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.35,0.05929487179487179
1735,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,62700,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.8,0.05997329773030708
1739,Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2014,74000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,5.7,0.06163469557964971
1743,Maruti Wagon R LXI,Ahmedabad,2010,21002,Petrol,Manual,First,22.5,998.0,67.04,5.0,2.75,0.06717434869739479
1746,Maruti Wagon R AMT VXI Option,Jaipur,2015,34000,Petrol,Automatic,First,20.51,998.0,67.0,5.0,3.85,0.06713426853707415
1753,Mahindra Verito 1.5 D6 BSIV,Chennai,2011,110000,Diesel,Manual,Second,21.0,1461.0,64.1,5.0,2.4,0.04387405886379192
1754,Renault KWID Climber 1.0 MT,Delhi,2017,15000,Petrol,Manual,First,21.7,999.0,67.0,5.0,4.25,0.06706706706706707
1756,Maruti Swift DDiS VDI,Pune,2008,150000,Diesel,Manual,Second,28.4,1248.0,74.0,5.0,2.7,0.05929487179487179
1757,Datsun GO T Option,Hyderabad,2016,19000,Petrol,Manual,First,20.63,1198.0,67.0,5.0,2.99,0.055926544240400666
1765,Maruti Ritz LDi,Jaipur,2011,79232,Diesel,Manual,First,21.1,1248.0,73.9,5.0,2.9,0.059214743589743594
1768,Hyundai EON 1.0 Kappa Magna Plus Optional,Kolkata,2014,9759,Petrol,Manual,First,20.3,998.0,68.05,5.0,2.75,0.06818637274549098
1769,Maruti Swift VDI,Pune,2014,75216,Diesel,Manual,First,22.9,1248.0,74.0,5.0,5.1,0.05929487179487179
1772,Maruti Swift VDI,Hyderabad,2013,53996,Diesel,Manual,First,22.9,1248.0,74.0,5.0,5.45,0.05929487179487179
1782,Maruti Swift VDI,Pune,2012,75000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.35,0.05929487179487179
1783,Maruti Wagon R VXI AMT,Coimbatore,2017,37832,Petrol,Automatic,First,22.5,998.0,67.0,5.0,5.23,0.06713426853707415
1785,Honda Amaze VX i-DTEC,Hyderabad,2014,97236,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.4,0.06582109479305741
1789,Ford Ecosport 1.5 DV5 MT Trend,Kochi,2015,65925,Diesel,Manual,Second,22.7,1498.0,89.84,5.0,5.49,0.05997329773030708
1794,Maruti Dzire AMT ZDI Plus,Pune,2017,41747,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,9.0,0.05909455128205128
1795,Maruti Swift VDI,Kochi,2016,38143,Diesel,Manual,First,22.9,1248.0,74.0,5.0,5.22,0.05929487179487179
1798,Maruti Swift VXI,Mumbai,2016,23555,Petrol,Manual,First,22.0,1197.0,81.8,5.0,5.1,0.0683375104427736
1804,Hyundai Verna 1.6 SX,Coimbatore,2014,83558,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6.98,0.07984829329962073
1805,Tata Bolt Quadrajet XE,Hyderabad,2017,40000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,5.25,0.05929487179487179
1806,Hyundai EON D Lite Plus,Kolkata,2013,36000,Petrol,Manual,First,21.1,814.0,55.2,5.0,1.95,0.06781326781326781
1810,Hyundai Xcent 1.1 CRDi S,Pune,2015,58000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,5.5,0.06339285714285714
1812,Volkswagen Vento 1.5 TDI Highline,Kochi,2016,50867,Diesel,Manual,First,20.34,1498.0,103.2,5.0,7.95,0.06889185580774367
1814,Hyundai Elantra CRDi SX,Jaipur,2012,98008,Diesel,Manual,First,22.7,1582.0,126.24,5.0,6.25,0.07979772439949431
1817,Hyundai Verna 1.6 CRDi SX,Kolkata,2017,25000,Diesel,Manual,First,23.9,1582.0,126.2,5.0,8.65,0.0797724399494311
1822,Mahindra KUV 100 mFALCON D75 K4 Plus 5str,Kolkata,2017,10500,Diesel,Manual,First,25.32,1198.0,77.0,5.0,4.7,0.0642737896494157
1825,Maruti Vitara Brezza VDi Option,Coimbatore,2017,71256,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.58,0.07091346153846154
1828,BMW X1 xDrive 20d xLine,Mumbai,2016,7000,Diesel,Automatic,First,20.68,1995.0,190.0,5.0,27.75,0.09523809523809523
1829,Hyundai i20 Magna 1.4 CRDi,Pune,2015,29000,Diesel,Manual,Second,22.54,1396.0,88.73,5.0,7.0,0.06356017191977077
1836,Hyundai i10 Sportz 1.2,Chennai,2010,77000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,2.1,0.06591478696741855
1840,Honda Amaze S i-Dtech,Delhi,2013,90000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.8,0.06582109479305741
1843,Hyundai i10 Sportz 1.2,Pune,2009,68000,Petrol,Manual,Third,20.36,1197.0,78.9,5.0,1.95,0.06591478696741855
1844,Maruti Swift DDiS ZDI Plus,Hyderabad,2017,2000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,8.2,0.05929487179487179
1847,Mini Cooper Countryman D High,Coimbatore,2014,45535,Diesel,Automatic,First,23.8,1998.0,112.0,5.0,19.41,0.056056056056056056
1851,Hyundai Xcent 1.1 CRDi Base,Delhi,2015,54000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,3.7,0.06339285714285714
1852,Maruti Celerio VXI AT,Mumbai,2014,53000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,3.8,0.06717434869739479
1853,Hyundai i10 Sportz,Jaipur,2014,60000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.25,0.06591478696741855
1855,BMW 3 Series 320d,Ahmedabad,2011,100000,Diesel,Automatic,Second,22.69,1995.0,190.0,5.0,10.9,0.09523809523809523
1860,Volkswagen Vento Diesel Highline,Chennai,2013,720000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,5.9,0.06483103879849812
1865,Maruti Ritz LDi,Delhi,2014,32805,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.6,0.05924679487179487
1866,Volkswagen Vento 1.5 TDI Highline AT,Kochi,2016,44782,Diesel,Automatic,First,21.21,1498.0,103.2,5.0,7.12,0.06889185580774367
1867,Honda City i DTEC SV,Kochi,2016,55700,Diesel,Manual,First,26.0,1498.0,98.6,5.0,7.52,0.06582109479305741
1873,Maruti Ciaz ZXi,Delhi,2017,17000,Petrol,Manual,First,20.73,1373.0,91.1,5.0,7.65,0.0663510560815732
1874,Maruti Ciaz VDi Plus SHVS,Delhi,2016,66000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,6.4,0.07091346153846154
1878,Tata Indica V2 eLX,Pune,2017,8200,Diesel,Manual,First,25.0,1396.0,69.0,5.0,4.4,0.0494269340974212
1888,Volkswagen Ameo 1.5 TDI Highline AT,Coimbatore,2017,22440,Diesel,Automatic,First,22.0,1498.0,108.495,5.0,8.89,0.07242656875834447
1894,Hyundai EON D Lite Plus,Kolkata,2014,26008,Petrol,Manual,First,21.1,814.0,55.2,5.0,1.97,0.06781326781326781
1897,Renault Scala Diesel RxL,Kolkata,2013,40000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,4.0,0.05804243668720054
1905,Maruti Ciaz 1.4 Zeta,Kochi,2018,15982,Petrol,Manual,First,20.73,1373.0,91.1,5.0,9.96,0.0663510560815732
1906,Maruti Swift ZDi,Hyderabad,2013,99595,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,4.75,0.05929487179487179
1915,Honda Jazz 1.5 S i DTEC,Coimbatore,2016,45449,Diesel,Manual,First,27.3,1498.0,98.6,5.0,7.48,0.06582109479305741
1920,Maruti Dzire VDI,Delhi,2016,45376,Diesel,Manual,First,28.4,1248.0,73.75,5.0,5.75,0.05909455128205128
1923,Ford EcoSport 1.5 Diesel Titanium Plus,Kochi,2017,78526,Diesel,Manual,First,23.0,1498.0,98.96,5.0,8.09,0.06606141522029373
1926,BMW X1 sDrive 20d xLine,Coimbatore,2015,42265,Diesel,Automatic,Second,20.68,1995.0,190.0,5.0,22.24,0.09523809523809523
1931,Hyundai i10 Magna,Kolkata,2012,58235,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.45,0.06591478696741855
1932,Ford EcoSport 1.5 Diesel Titanium,Mumbai,2017,26000,Diesel,Manual,First,23.0,1498.0,98.96,5.0,8.99,0.06606141522029373
1933,Volkswagen Vento Diesel Highline,Kolkata,2011,35000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,3.15,0.06483103879849812
1934,Maruti Dzire ZDI Plus,Jaipur,2017,24000,Diesel,Manual,First,28.4,1248.0,73.75,5.0,8.2,0.05909455128205128
1936,Hyundai i20 Asta 1.4 CRDi,Coimbatore,2016,44487,Diesel,Manual,First,22.54,1396.0,88.73,5.0,7.3,0.06356017191977077
1938,Hyundai i10 Magna,Delhi,2015,34951,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,3.15,0.06591478696741855
1942,Honda Jazz 1.5 S i DTEC,Hyderabad,2016,43000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,7.75,0.06582109479305741
1946,Maruti Swift VDI,Coimbatore,2014,83274,Diesel,Manual,First,22.9,1248.0,74.0,5.0,5.79,0.05929487179487179
1951,Fiat Linea 1.3 Dynamic,Jaipur,2009,80000,Diesel,Manual,Second,20.4,1248.0,91.2,5.0,1.75,0.07307692307692308
1954,Audi A3 35 TDI Technology,Delhi,2017,22000,Diesel,Automatic,Second,20.38,1968.0,143.0,5.0,22.5,0.07266260162601626
1956,Hyundai i20 1.4 CRDi Magna,Hyderabad,2011,75000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,3.75,0.06446991404011461
1958,Hyundai Verna 1.6 SX CRDI (O) AT,Bangalore,2018,75000,Diesel,Automatic,First,22.32,1582.0,126.32,5.0,7.75,0.07984829329962073
1960,Hyundai i10 Sportz 1.2,Mumbai,2010,62000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.1,0.06591478696741855
1961,Maruti Vitara Brezza ZDi,Hyderabad,2016,41372,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.3,0.07091346153846154
1966,Maruti Swift LDI,Delhi,2015,51000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.74,0.05929487179487179
1970,Ford EcoSport 1.5 TDCi Titanium,Kochi,2017,30453,Diesel,Manual,First,22.77,1498.0,98.59,5.0,8.45,0.06581441922563418
1978,Maruti Ciaz VXi Plus,Mumbai,2015,35770,Petrol,Manual,First,20.73,1373.0,91.1,5.0,5.95,0.0663510560815732
1979,Hyundai Elantra CRDi SX,Hyderabad,2012,125928,Diesel,Manual,First,22.7,1582.0,126.24,5.0,9.0,0.07979772439949431
1980,Skoda Rapid 1.5 TDI AT Elegance,Kolkata,2015,45000,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,4.25,0.06910547396528705
1983,Maruti Celerio VXI,Chennai,2014,41123,Petrol,Manual,First,23.1,998.0,67.04,5.0,3.4,0.06717434869739479
1985,BMW 3 Series 320d Sport,Chennai,2014,48000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,21.6,0.09523809523809523
1986,Volkswagen Vento Diesel Trendline,Chennai,2011,173000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.0,0.06483103879849812
1987,Maruti Swift Dzire Tour LDI,Pune,2018,12000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.5,0.05929487179487179
1989,Hyundai i20 1.4 CRDi Magna,Hyderabad,2012,71360,Diesel,Manual,First,21.9,1396.0,90.0,5.0,3.95,0.06446991404011461
1990,Maruti Dzire VDI,Mumbai,2012,74000,Diesel,Manual,Second,28.4,1248.0,73.75,5.0,4.25,0.05909455128205128
1994,Toyota Corolla Altis 1.4 DG,Coimbatore,2013,63854,Diesel,Manual,First,21.43,1364.0,86.79,5.0,7.12,0.06362903225806452
1995,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Chennai,2018,3000,Diesel,Automatic,First,24.3,1248.0,88.5,5.0,11.25,0.07091346153846154
1998,Hyundai Xcent 1.2 VTVT SX,Mumbai,2014,64241,Petrol,Manual,First,20.14,1197.0,81.86,5.0,3.67,0.0683876357560568
2003,BMW X1 sDrive 20d xLine,Bangalore,2016,28143,Diesel,Automatic,First,20.68,1995.0,190.0,5.0,28.5,0.09523809523809523
2007,Hyundai Verna 1.6 CRDi EX MT,Kochi,2016,37451,Diesel,Manual,First,22.32,1582.0,126.3,5.0,6.64,0.07983565107458912
2011,Renault KWID RXT,Kolkata,2017,25000,Petrol,Manual,First,25.17,799.0,53.3,5.0,2.99,0.06670838548185232
2015,Maruti Swift VDI BSIV,Coimbatore,2014,44282,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5.99,0.05929487179487179
2016,Nissan Sunny 2011-2014 Diesel XV,Delhi,2012,70000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,2.59,0.05804243668720054
2018,Maruti Ciaz ZDi SHVS,Pune,2016,50000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8.5,0.07091346153846154
2032,Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2011,66035,Diesel,Manual,First,22.07,1199.0,73.9,5.0,2.49,0.06163469557964971
2034,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,85670,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.25,0.05997329773030708
2035,Hyundai Grand i10 CRDi Magna,Hyderabad,2015,35000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.88,0.0625
2038,Hyundai EON Era Plus,Kolkata,2012,60000,Petrol,Manual,First,21.1,814.0,55.2,5.0,1.99,0.06781326781326781
2039,Hyundai i10 Magna 1.2,Hyderabad,2010,70600,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.8,0.06591478696741855
2043,Maruti Swift ZXI,Ahmedabad,2015,40000,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.9,0.0683375104427736
2054,Maruti Ignis 1.2 Alpha,Mumbai,2017,1000,Petrol,Manual,First,20.89,1197.0,81.8,5.0,6.36,0.0683375104427736
2070,Maruti Alto K10 2010-2014 VXI,Pune,2012,69000,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.1,0.06723446893787574
2073,Mini Cooper 5 DOOR D,Hyderabad,2017,2000,Diesel,Automatic,First,20.7,1496.0,113.98,5.0,34.0,0.07618983957219251
2076,Honda City i DTEC SV,Kolkata,2014,40000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,4.45,0.06582109479305741
2079,Ford Aspire Titanium Plus Diesel,Kolkata,2015,2800,Diesel,Manual,First,26.1,1498.0,99.0,5.0,8.41,0.06608811748998665
2082,Hyundai i10 Sportz 1.2,Hyderabad,2012,45000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.65,0.06591478696741855
2087,Maruti Ciaz ZDi Plus SHVS,Hyderabad,2016,46000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8.45,0.07091346153846154
2090,Maruti Celerio VXI AMT,Mumbai,2016,47691,Petrol,Automatic,First,23.1,998.0,67.04,5.0,3.94,0.06717434869739479
2094,Maruti Dzire VDI,Kolkata,2015,28193,Diesel,Manual,First,28.4,1248.0,73.75,5.0,5.25,0.05909455128205128
2105,Maruti Alto 800 LXI,Jaipur,2013,86000,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.41,0.059422110552763814
2107,Toyota Etios GD,Hyderabad,2015,116000,Diesel,Manual,Second,23.59,1364.0,67.05,5.0,5.8,0.04915689149560117
2117,Maruti Baleno Delta Automatic,Kochi,2018,21684,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,7.89,0.06942355889724311
2124,Maruti Baleno Alpha 1.2,Kochi,2017,25040,Petrol,Manual,First,21.4,1197.0,83.1,5.0,7.74,0.06942355889724311
2125,Hyundai i10 Sportz,Bangalore,2008,84000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.5,0.06591478696741855
2127,Maruti Baleno Delta,Mumbai,2016,12573,Petrol,Manual,First,21.4,1197.0,83.1,5.0,5.8,0.06942355889724311
2132,Hyundai i20 1.4 CRDi Magna,Jaipur,2012,51000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,3.9,0.06446991404011461
2141,Tata Indigo CS eVX,Chennai,2016,78000,Diesel,Manual,Second,25.0,1396.0,69.01,5.0,2.35,0.04943409742120344
2142,Maruti Alto K10 LXI,Pune,2012,100000,Petrol,Manual,First,20.92,998.0,67.1,5.0,1.8,0.06723446893787574
2143,Hyundai EON D Lite Plus,Coimbatore,2015,31412,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.42,0.06781326781326781
2146,Volkswagen Vento Diesel Highline,Bangalore,2011,80000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.75,0.06483103879849812
2148,Hyundai EON D Lite Plus,Coimbatore,2013,54884,Petrol,Manual,Second,21.1,814.0,55.2,5.0,3.69,0.06781326781326781
2151,Maruti Swift VDI,Hyderabad,2013,84000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,5.65,0.05929487179487179
2152,Maruti Ritz VDi,Kolkata,2011,77400,Diesel,Manual,First,21.1,1248.0,73.9,5.0,2.5,0.059214743589743594
2158,Maruti SX4 ZDI,Ahmedabad,2014,58000,Diesel,Manual,First,21.79,1248.0,88.73,5.0,4.5,0.07109775641025641
2174,Maruti Baleno Alpha Automatic,Hyderabad,2017,14900,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,8.6,0.06942355889724311
2175,Honda Amaze EX i-Dtech,Jaipur,2013,70961,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.0,0.06582109479305741
2177,Maruti Alto 800 LXI,Hyderabad,2015,96000,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.5,0.059422110552763814
2183,Hyundai i20 1.4 CRDi Magna,Kolkata,2012,60000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,2.74,0.06446991404011461
2185,Maruti Vitara Brezza ZDi Plus,Ahmedabad,2017,80000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.0,0.07091346153846154
2186,Hyundai Verna 1.6 SX,Chennai,2012,92000,Diesel,Manual,Third,22.32,1582.0,126.32,5.0,4.0,0.07984829329962073
2188,Maruti Ritz VDi,Coimbatore,2013,73278,Diesel,Manual,First,21.1,1248.0,73.9,5.0,5.05,0.059214743589743594
2195,Maruti Wagon R VXI,Kolkata,2016,16956,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.6,0.06717434869739479
2197,Maruti SX4 VDI,Delhi,2011,75000,Diesel,Manual,First,21.5,1248.0,88.8,5.0,2.5,0.07115384615384615
2198,Ford Fiesta Titanium 1.5 TDCi,Ahmedabad,2013,96000,Diesel,Manual,Second,23.5,1498.0,90.0,5.0,3.5,0.06008010680907877
2200,Maruti Wagon R VXI,Mumbai,2010,38000,Petrol,Manual,Second,22.5,998.0,67.04,5.0,1.75,0.06717434869739479
2202,Maruti Baleno Zeta Automatic,Jaipur,2018,4131,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,7.75,0.06942355889724311
2210,Maruti Alto K10 VXI AGS,Chennai,2016,57000,Petrol,Automatic,First,24.07,998.0,67.1,5.0,3.4,0.06723446893787574
2212,Maruti Alto 800 2016-2019 LXI,Delhi,2013,56000,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.1,0.059422110552763814
2215,Hyundai i20 Asta 1.4 CRDi (Diesel),Ahmedabad,2009,68000,Diesel,Manual,Second,23.0,1396.0,90.0,5.0,3.95,0.06446991404011461
2217,Toyota Corolla Altis D-4D G,Kochi,2013,81504,Diesel,Manual,First,21.43,1364.0,87.2,5.0,6.53,0.06392961876832845
2224,Toyota Etios Cross 1.4L GD,Kochi,2016,36681,Diesel,Manual,First,23.59,1364.0,67.06,5.0,6.71,0.04916422287390029
2227,Ford Ecosport 1.5 DV5 MT Titanium Optional,Kochi,2015,56409,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.63,0.05997329773030708
2231,Maruti Celerio ZXI MT,Kochi,2017,21799,Petrol,Manual,First,23.1,998.0,67.04,5.0,5.11,0.06717434869739479
2235,Maruti Ritz VDi,Kolkata,2012,39772,Diesel,Manual,First,23.2,1248.0,73.94,5.0,2.85,0.05924679487179487
2239,Tata Tiago 1.2 Revotron XT,Jaipur,2016,42700,Petrol,Manual,First,23.84,1199.0,84.0,5.0,3.6,0.07005838198498748
2244,Hyundai i20 Magna 1.4 CRDi,Kochi,2015,64399,Diesel,Manual,First,21.9,1396.0,90.0,5.0,5.02,0.06446991404011461
2245,Maruti Wagon R VXI 1.2,Mumbai,2015,55000,Petrol,Manual,First,21.5,1197.0,81.8,5.0,3.1,0.0683375104427736
2246,Volkswagen Vento Diesel Highline,Bangalore,2012,50000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,5.5,0.06483103879849812
2248,Fiat Linea Emotion (Diesel),Kolkata,2015,32000,Diesel,Manual,First,20.4,1248.0,91.7,5.0,4.65,0.0734775641025641
2251,Honda City i-DTEC ZX,Hyderabad,2017,46000,Diesel,Manual,First,25.6,1498.0,98.6,5.0,12.9,0.06582109479305741
2253,Maruti Swift LXI Option,Chennai,2015,29500,Petrol,Manual,First,20.4,1197.0,81.8,5.0,4.15,0.0683375104427736
2255,Maruti Alto 800 2016-2019 LXI,Ahmedabad,2016,60000,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.65,0.059422110552763814
2260,BMW 5 Series 520d Luxury Line,Ahmedabad,2012,95000,Diesel,Automatic,Second,22.48,1995.0,190.0,5.0,17.5,0.09523809523809523
2269,Maruti Baleno Sigma 1.2,Mumbai,2017,15544,Petrol,Manual,First,21.4,1197.0,83.1,5.0,5.65,0.06942355889724311
2270,Mini Cooper Countryman D High,Mumbai,2015,34000,Diesel,Automatic,First,23.8,1998.0,112.0,5.0,22.0,0.056056056056056056
2273,Honda Amaze S i-Dtech,Pune,2014,52000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,4.1,0.06582109479305741
2275,Ford EcoSport 1.5 Diesel Titanium,Delhi,2017,39000,Diesel,Manual,First,23.0,1498.0,98.96,5.0,8.45,0.06606141522029373
2280,Maruti Celerio VXI,Kolkata,2016,25562,Petrol,Manual,First,23.1,998.0,67.04,5.0,3.5,0.06717434869739479
2283,Maruti Ciaz VDi,Jaipur,2017,62691,Diesel,Manual,First,26.21,1248.0,88.5,5.0,7.5,0.07091346153846154
2287,Maruti Alto K10 2010-2014 VXI,Hyderabad,2013,90121,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.2,0.06723446893787574
2290,Maruti Swift VDI,Kochi,2016,62192,Diesel,Manual,First,28.4,1248.0,74.0,5.0,5.22,0.05929487179487179
2292,Maruti Ciaz Alpha,Kochi,2018,38394,Petrol,Manual,First,21.56,1462.0,103.25,5.0,9.18,0.07062243502051983
2296,Hyundai i20 Sportz 1.4 CRDi,Delhi,2014,55000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,5.64,0.06356017191977077
2299,BMW 1 Series 118d Sport Line,Hyderabad,2013,51000,Diesel,Automatic,Second,20.58,1995.0,143.0,5.0,17.0,0.07167919799498747
2310,Maruti Ciaz RS ZDi Plus SHVS,Delhi,2016,38500,Diesel,Manual,Second,28.09,1248.0,88.5,5.0,7.85,0.07091346153846154
2313,Volkswagen Vento 1.5 TDI Trendline,Mumbai,2011,47000,Diesel,Manual,First,20.64,1498.0,108.5,5.0,3.25,0.07242990654205607
